[2026-06-05T08:41:48.486Z] GET http://localhost:5173/register → 200 (12ms, 628B)
[2026-06-05T08:42:08.733Z] GET http://localhost:5173/node_modules/.vite/deps/axios.js?v=1547e3ed → 200 (?ms, 109976B)
[2026-06-05T08:42:08.734Z] GET http://localhost:5173/node_modules/.vite/deps/clsx.js?v=1547e3ed → 200 (?ms, 598B)
[2026-06-05T08:42:08.734Z] GET http://localhost:5173/node_modules/.vite/deps/tailwind-merge.js?v=1547e3ed → 200 (?ms, 91382B)
[2026-06-05T08:42:08.771Z] GET http://localhost:5173/src/pages/auth/LoginPage.tsx?t=1780648859345 → 200 (1ms, 39779B)
[2026-06-05T08:42:16.196Z] GET http://localhost:5173/src/pages/doctor/DashboardPage.tsx → 200 (6ms, 44191B)
[2026-06-05T08:42:16.202Z] GET http://localhost:5173/src/components/ui/Badge.tsx → 200 (2ms, 7312B)
[2026-06-05T08:42:18.236Z] GET http://localhost:5173/app/staff → 200 (2ms, 628B)
[2026-06-05T08:42:18.242Z] GET http://localhost:5173/@vite/client → 304 (1ms, ?B)
[2026-06-05T08:42:18.243Z] GET http://localhost:5173/src/main.tsx?t=1780648883377 → 304 (2ms, ?B)
[2026-06-05T08:42:18.245Z] GET http://localhost:5173/@react-refresh → 304 (4ms, ?B)
[2026-06-05T08:42:18.245Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 304 (4ms, ?B)
[2026-06-05T08:42:18.245Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=1547e3ed → 200 (?ms, 38303B)
[2026-06-05T08:42:18.247Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=1547e3ed → 200 (?ms, 820982B)
[2026-06-05T08:42:18.247Z] GET http://localhost:5173/src/index.css?t=1780648883377 → 304 (3ms, ?B)
[2026-06-05T08:42:18.247Z] GET http://localhost:5173/src/App.tsx?t=1780648883377 → 304 (3ms, ?B)
[2026-06-05T08:42:18.247Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=1547e3ed → 200 (1ms, 10573B)
[2026-06-05T08:42:18.248Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-B-1-B7_t.js?v=1547e3ed → 200 (?ms, 7614B)
[2026-06-05T08:42:18.248Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom.js?v=1547e3ed → 200 (?ms, 14630B)
[2026-06-05T08:42:18.250Z] GET http://localhost:5173/node_modules/.vite/deps/react-router-dom.js?v=1547e3ed → 200 (1ms, 399015B)
[2026-06-05T08:42:18.251Z] GET http://localhost:5173/src/store/useAuthStore.ts → 304 (2ms, ?B)
[2026-06-05T08:42:18.251Z] GET http://localhost:5173/src/store/useAppStore.ts → 304 (6ms, ?B)
[2026-06-05T08:42:18.251Z] GET http://localhost:5173/src/components/layout/AppLayout.tsx → 304 (6ms, ?B)
[2026-06-05T08:42:18.251Z] GET http://localhost:5173/node_modules/.vite/deps/lucide-react.js?v=1547e3ed → 200 (?ms, 1109370B)
[2026-06-05T08:42:18.253Z] GET http://localhost:5173/node_modules/.vite/deps/zustand.js?v=1547e3ed → 200 (?ms, 2013B)
[2026-06-05T08:42:18.253Z] GET http://localhost:5173/node_modules/.vite/deps/zustand_middleware.js?v=1547e3ed → 200 (?ms, 13983B)
[2026-06-05T08:42:18.257Z] GET http://localhost:5173/src/api/client.ts → 304 (1ms, ?B)
[2026-06-05T08:42:18.257Z] GET http://localhost:5173/src/components/layout/Sidebar.tsx → 304 (1ms, ?B)
[2026-06-05T08:42:18.258Z] GET http://localhost:5173/src/components/layout/Topbar.tsx → 304 (1ms, ?B)
[2026-06-05T08:42:18.258Z] GET http://localhost:5173/src/components/ui/Toast.tsx → 304 (1ms, ?B)
[2026-06-05T08:42:18.258Z] GET http://localhost:5173/src/lib/utils.ts → 304 (1ms, ?B)
[2026-06-05T08:42:18.258Z] GET http://localhost:5173/node_modules/.vite/deps/axios.js?v=1547e3ed → 200 (?ms, 109976B)
[2026-06-05T08:42:18.259Z] GET http://localhost:5173/node_modules/.vite/deps/clsx.js?v=1547e3ed → 200 (?ms, 598B)
[2026-06-05T08:42:18.259Z] GET http://localhost:5173/node_modules/.vite/deps/tailwind-merge.js?v=1547e3ed → 200 (?ms, 91382B)
[2026-06-05T08:42:18.302Z] GET http://localhost:5173/src/pages/admin/StaffPage.tsx?t=1780648874105 → pending (?ms, ?B)
[2026-06-05T08:42:18.313Z] GET http://localhost:5173/src/components/ui/Modal.tsx → 200 (2ms, 8003B)
[2026-06-05T08:46:26.168Z] GET http://localhost:5173/src/index.css?t=1780649186096 → 200 (34ms, 66818B)
[2026-06-05T08:46:43.342Z] GET http://localhost:5173/login?registered=1 → 200 (13ms, 628B)
[2026-06-05T08:46:43.392Z] GET http://localhost:5173/@vite/client → 200 (7ms, 209913B)
[2026-06-05T08:46:43.392Z] GET http://localhost:5173/src/main.tsx?t=1780649186096 → 200 (2ms, 1641B)
[2026-06-05T08:46:43.400Z] GET http://localhost:5173/@react-refresh → 200 (10ms, 111894B)
[2026-06-05T08:46:43.400Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=1547e3ed → 200 (?ms, 38303B)
[2026-06-05T08:46:43.401Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=1547e3ed → 200 (1ms, 820982B)
[2026-06-05T08:46:43.402Z] GET http://localhost:5173/src/index.css?t=1780649186096 → 304 (9ms, ?B)
[2026-06-05T08:46:43.403Z] GET http://localhost:5173/src/App.tsx?t=1780649186096 → 200 (7ms, 47536B)
[2026-06-05T08:46:43.403Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=1547e3ed → 200 (3ms, 10573B)
[2026-06-05T08:46:43.407Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 200 (4ms, 3478B)
[2026-06-05T08:46:43.407Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-B-1-B7_t.js?v=1547e3ed → 200 (?ms, 7614B)
[2026-06-05T08:46:43.409Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom.js?v=1547e3ed → 200 (?ms, 14630B)
[2026-06-05T08:46:43.410Z] GET http://localhost:5173/node_modules/.vite/deps/react-router-dom.js?v=1547e3ed → 200 (?ms, 399015B)
[2026-06-05T08:46:43.410Z] GET http://localhost:5173/src/store/useAuthStore.ts → 200 (5ms, 6696B)
[2026-06-05T08:46:43.410Z] GET http://localhost:5173/src/store/useAppStore.ts → 200 (8ms, 46113B)
[2026-06-05T08:46:43.410Z] GET http://localhost:5173/src/components/layout/AppLayout.tsx → 200 (8ms, 5620B)
[2026-06-05T08:46:43.410Z] GET http://localhost:5173/node_modules/.vite/deps/lucide-react.js?v=1547e3ed → 200 (?ms, 1109370B)
[2026-06-05T08:46:43.440Z] GET http://localhost:5173/node_modules/.vite/deps/zustand.js?v=1547e3ed → 200 (?ms, 2013B)
[2026-06-05T08:46:43.440Z] GET http://localhost:5173/node_modules/.vite/deps/zustand_middleware.js?v=1547e3ed → 200 (1ms, 13983B)
[2026-06-05T08:46:43.441Z] GET http://localhost:5173/src/api/client.ts → 200 (16ms, 2437B)
[2026-06-05T08:46:43.443Z] GET http://localhost:5173/src/components/layout/Sidebar.tsx → 200 (14ms, 26534B)
[2026-06-05T08:46:43.443Z] GET http://localhost:5173/src/components/layout/Topbar.tsx → 200 (15ms, 17694B)
[2026-06-05T08:46:43.443Z] GET http://localhost:5173/src/components/ui/Toast.tsx → 200 (14ms, 7345B)
[2026-06-05T08:46:43.443Z] GET http://localhost:5173/src/lib/utils.ts → 200 (15ms, 4206B)
[2026-06-05T08:46:43.459Z] GET http://localhost:5173/node_modules/.vite/deps/axios.js?v=1547e3ed → 200 (?ms, 109976B)
[2026-06-05T08:46:43.459Z] GET http://localhost:5173/node_modules/.vite/deps/clsx.js?v=1547e3ed → 200 (1ms, 598B)
[2026-06-05T08:46:43.460Z] GET http://localhost:5173/node_modules/.vite/deps/tailwind-merge.js?v=1547e3ed → 200 (?ms, 91382B)
[2026-06-05T08:46:43.500Z] GET http://localhost:5173/src/pages/auth/LoginPage.tsx?t=1780649186096 → 200 (2ms, 49388B)
[2026-06-05T09:00:58.094Z] GET blob:http://localhost:5173/41fc073d-ac3a-4ea3-9690-2b68e5570439 → pending (?ms, ?B)
[2026-06-05T09:00:58.572Z] GET http://localhost:5173/login?registered=1 → 200 (5ms, ?B)
[2026-06-05T09:00:58.674Z] GET http://localhost:5173/@vite/client → pending (?ms, ?B)
[2026-06-05T09:00:58.674Z] GET http://localhost:5173/src/main.tsx?t=1780649186096 → 200 (15ms, ?B)
[2026-06-05T09:00:58.734Z] GET http://localhost:5173/@react-refresh → 200 (51ms, 111894B)
[2026-06-05T09:00:58.740Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=1547e3ed → 200 (1ms, 38303B)
[2026-06-05T09:00:58.741Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=1547e3ed → 200 (1ms, 820982B)
[2026-06-05T09:00:58.770Z] GET http://localhost:5173/src/index.css?t=1780649186096 → 200 (19ms, 66818B)
[2026-06-05T09:00:58.770Z] GET http://localhost:5173/src/App.tsx?t=1780649186096 → 200 (19ms, 47536B)
[2026-06-05T09:00:58.770Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=1547e3ed → 200 (?ms, 10573B)
[2026-06-05T09:00:58.771Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 200 (15ms, 3478B)
[2026-06-05T09:00:58.782Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-B-1-B7_t.js?v=1547e3ed → 200 (?ms, 7614B)
[2026-06-05T09:00:58.782Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom.js?v=1547e3ed → 200 (3ms, 14630B)
[2026-06-05T09:00:58.794Z] GET http://localhost:5173/node_modules/.vite/deps/react-router-dom.js?v=1547e3ed → 200 (?ms, 399015B)
[2026-06-05T09:00:58.796Z] GET http://localhost:5173/src/store/useAuthStore.ts → 200 (23ms, 6696B)
[2026-06-05T09:00:58.796Z] GET http://localhost:5173/src/store/useAppStore.ts → 200 (32ms, 46113B)
[2026-06-05T09:00:58.796Z] GET http://localhost:5173/src/components/layout/AppLayout.tsx → 200 (31ms, 5620B)
[2026-06-05T09:00:58.796Z] GET http://localhost:5173/node_modules/.vite/deps/lucide-react.js?v=1547e3ed → 200 (20ms, 1109370B)
[2026-06-05T09:00:58.820Z] GET http://localhost:5173/node_modules/.vite/deps/zustand.js?v=1547e3ed → 200 (?ms, 2013B)
[2026-06-05T09:00:58.820Z] GET http://localhost:5173/node_modules/.vite/deps/zustand_middleware.js?v=1547e3ed → 200 (?ms, 13983B)
[2026-06-05T09:00:58.827Z] GET http://localhost:5173/src/api/client.ts → 200 (3ms, 2437B)
[2026-06-05T09:00:58.830Z] GET http://localhost:5173/src/components/layout/Sidebar.tsx → 200 (5ms, 26534B)
[2026-06-05T09:00:58.830Z] GET http://localhost:5173/src/components/layout/Topbar.tsx → 200 (5ms, 17694B)
[2026-06-05T09:00:58.830Z] GET http://localhost:5173/src/components/ui/Toast.tsx → 200 (5ms, 7345B)
[2026-06-05T09:00:58.830Z] GET http://localhost:5173/src/lib/utils.ts → 200 (6ms, 4206B)
[2026-06-05T09:00:58.833Z] GET http://localhost:5173/node_modules/.vite/deps/axios.js?v=1547e3ed → 200 (?ms, 109976B)
[2026-06-05T09:00:58.838Z] GET http://localhost:5173/node_modules/.vite/deps/clsx.js?v=1547e3ed → 200 (1ms, 598B)
[2026-06-05T09:00:58.839Z] GET http://localhost:5173/node_modules/.vite/deps/tailwind-merge.js?v=1547e3ed → 200 (?ms, 91382B)
[2026-06-05T09:00:58.995Z] GET http://localhost:5173/src/pages/auth/LoginPage.tsx?t=1780649186096 → 200 (7ms, 49388B)
